Affy drosophila 2	FlyBaseName gene
	tRNA:CR32303
	tRNA:CR32288
	tRNA:CR32289
	tRNA:CR32287
	tRNA:CR32285
	tRNA:CR32272
	tRNA:CR32286
	tRNA:CR32273
	tRNA:S7:64D
	tRNA:CR32420
	tRNA:CR32421
	tRNA:CR32370
	tRNA:CR32358
	tRNA:CR32359
	tRNA:CR32360
	tRNA:CR32361
	tRNA:CR32362
	tRNA:CR32363
	tRNA:CR32034
	tRNA:CR32093
	tRNA:CR32129
	tRNA:CR32128
	tRNA:CR32126
	tRNA:CR32127
	tRNA:D2:69F
	tRNA:V4:70BCb
	tRNA:V4:70BCa
	tRNA:M3:70Fa
	tRNA:M3:70Fb
	tRNA:CR32153
	tRNA:CR32357
	tRNA:CR32173
	tRNA:CR32200
	tRNA:CR32449
	tRNA:CR32456
	tRNA:CR32460
1638372_at	CR15821
1629340_s_at	Lcp65APsi
	CR33701
1630128_at	tRNA:CR32123:Psi
1639587_s_at	CR34262
	snoRNA:Psi18S-996
	snoRNA:Me28S-C788b
	snoRNA:Me28S-C788a
	snoRNA:Me28S-G3113b
1633394_a_at	snoRNA:Me28S-G3113a
	snoRNA:Me5.8S-G74
	snoRNA:Me28S-A771
	snoRNA:Psi18S-110
	snoRNA:Psi28S-3308
	snoRNA:Psi18S-1086
	snoRNA:Psi28S-2622
	snoRNA:Me28S-A2634c
	snoRNA:Me28S-A2634b
	snoRNA:Me28S-A2634a
1633905_at	snoRNA:Or-CD12
1625991_s_at	snoRNA:Or-CD12
1633905_at	snoRNA:Me28S-C3351
1625991_s_at	snoRNA:Me28S-C3351
	snoRNA:Or-CD11c
	snoRNA:Or-CD11b
	snoRNA:Or-CD11a
	snoRNA:Me18S-A1494
	snoRNA:Psi18S-1397
	snoRNA:684
	snoRNA:Psi28S-1837c
	snoRNA:Psi28S-1837b
	snoRNA:Psi28S-1837a
	snoRNA:Me18S-A1806
1623914_at	snoRNA:U49:66Da
1623914_at	snoRNA:U49:66Db
1624529_at	snoRNA:Psi28S-612
1624070_at	snoRNA:Me28S-G3253
	snoRNA:MeU2-A31
	snoRNA:Me18S-G962
	snoRNA:Psi18S-920
	snoRNA:Me28S-A774b
1627364_s_at	snoRNA:Me28S-A774a
	snoRNA:Psi28S-3327a
	snoRNA:Psi28S-3327b
1639949_s_at	snoRNA:Psi28S-3327c
	snoRNA:MeU5-U42
	snoRNA:Me28S-A576
	snoRNA:Me28S-A30
	snoRNA:Psi28S-2566
	snoRNA:Or-CD11
	snoRNA:Me18S-U1356a
	snoRNA:Me18S-U1356b
	snoRNA:Me18S-U1356c
	snoRNA:Me28S-G764
	ban
	mir-282
	mir-276bS
	mir-276b
	mir-276aS
	mir-276a
	mir-274
	mir-314
	mir-285
	mir-289
	mir-263b
	mir-219
	mir-315
	mir-9a
	mir-33
	mir-316
	CG41395
1637935_at	ARY
	CG41374
	CG41344
	CG41346
	scro
1635675_at	scro
1633521_at	CG40000
	CG41348
1629482_at	CG40001
	CG41347
	CG42200
1634613_s_at	CG40002
1635854_s_at	CG40351
1624572_a_at	MED21
	Ucrh
	CG42229
1626214_s_at	CG40354
1639090_a_at	CG40354
1638110_at	CG40467
1636776_at	CG40359
	CG42228
	CG42227
	CG42226
	CG41430
1641181_at	CG40413
	CG41343
	CG41129
1629355_at	CG17374
1625862_x_at	CG40178
1625287_at	CG40178
	CG41283
	CG41247
1625862_x_at	CG41320
1625287_at	CG41320
1640120_at	CG40088
1636647_s_at	CG40160
1634671_a_at	CG41284
1640982_at	CG41284
1633945_at	CG40382
1640982_at	CG40385
	CG40381
1626403_at	CG40384
1631850_at	CG40120
	CG41599
	CG41418
	CG41240
	CG41600
	CG41239
	CG41248
	CG41050
	CG41049
1634593_at	CG40228
	CG41511
	CG41262
1630884_at	Rad21
1627805_at	CG40225
1627308_s_at	RpL15
	CG41274
1631030_at	Dbp80
	Dbp80
1640432_at	CG40337
	CG40336
	CR41111
1627899_at	CR41111
	CR41598
	CR42217
1624324_a_at	CR41597
1634613_s_at	CR40472
1633280_s_at	CG12581
1637290_at	Dsk
1624198_at	CG12582
1627636_at	CG14636
1630721_s_at	aux
1625016_at	CG31516
1636085_at	CG18143
1638840_at	CG14641
1623353_at	abs
1627060_s_at	Gel
1623353_at	Gel
1624540_at	CG14642
1623689_a_at	CG14642
1634805_at	CG14642
	CG34305
1634284_at	TwdlF
1630596_at	TwdlG
1627147_at	CG14644
1622919_at	TwdlV
1631317_at	Or82a
1638567_at	CG1092
1631666_s_at	CG9766
1639609_s_at	cpx
1636880_s_at	cpx
1637385_a_at	CG9780
1633206_at	CG9780
1626052_at	MP1
1625824_at	CG9779
1637793_at	CG9791
1628868_at	CG9778
1631090_a_at	CG9795
1629148_a_at	CG9776
1638654_at	CG14645
1637091_a_at	CG9772
1640526_at	CG1103
1638586_at	hkb
1638302_a_at	CG1090
1639257_s_at	CG11739
1637017_at	Cont
1637314_at	tub
1634377_at	CG14646
1630404_at	CG34112
1623940_at	CG9855
1632634_at	CG9853
1629949_at	CG14647
1635981_a_at	growl
1633632_at	CG32944
1623745_at	CG31528
1631087_a_at	CG9809
1635971_at	CG31525
1631404_at	eIF3-S10
1627676_at	CG1074
1635849_at	CG9804
1629550_at	CG14650
1628452_at	CG31522
1624109_s_at	CG31522
1628841_at	CG31522
1625257_s_at	CG31523
1626111_at	CG14651
1630213_at	CG1078
1623610_at	CG34357
1630117_at	CG34357
1634483_at	CG34357
1639753_at	CG34357
	CG34425
1631960_at	CG31526
1624442_at	CG12586
1639630_at	CG32945
1636959_at	CG12587
1633198_a_at	5-HT2
	5-HT2
1630470_s_at	CG9775
1641160_s_at	MED31
1632047_at	CG18271
1635203_at	Dip2
1627830_at	rpk
1623739_at	Karybeta3
1625840_at	CG12001
1623254_s_at	CG31531
	CG33927
1624481_a_at	CG31534
1632103_at	CG9769
1625075_at	Nep2
1625034_s_at	tacc
1625711_at	CG31530
1631629_at	CG14654
1634647_at	atms
1627852_at	CG14655
1636580_at	CG17387
1624385_at	CG17735
1624574_at	CG14656
1627856_at	Hus1-like
1638295_s_at	CG1129
1627157_at	CG1126
1629252_at	CG14657
1635118_at	CG14658
1631032_at	CG14659
1628865_at	opa
1637136_at	laf
1623086_at	Gnf1
1636023_at	Cdep
1623086_at	Cdep
1628580_a_at	Cdep
	CG34306
1630287_at	UbcD6
1632923_at	CG14661
1627499_at	CG2016
1633989_at	CG1124
1629027_at	CG14662
1625314_at	CG2022
1636864_at	corto
1638354_at	CG12007
1628179_at	CG12589
1628496_at	dpr16
1633324_at	CG12590
1627799_at	cno
1633156_at	cno
1632618_a_at	cno
1627799_at	CG12161
1641420_s_at	CG1116
1629014_s_at	CG2604
1636038_at	CG1115
1626706_at	katanin-60
1635995_a_at	Mms19
1635338_a_at	retinophilin
1640201_at	retinophilin
1627566_a_at	CG12163
1624916_a_at	CG33293
1625769_at	CG1113
1630073_at	CG12173
1638797_a_at	Hph
1629677_at	Tim17a2
1635703_s_at	l(3)82Fd
1632983_s_at	l(3)82Fd
1626842_a_at	l(3)82Fd
1628650_at	CG31538
1625751_at	Tim17b1
1623356_at	CG11999
1625650_at	CG1161
1630851_s_at	Prosbeta4
1629233_s_at	CG16708
1622956_at	CG31542
1622956_at	CG34277
1636644_at	RpII18
1632243_at	hd
1625169_at	CG14667
1636249_at	7B2
1639130_a_at	kkv
1640555_at	CG14668
1631875_at	CG1172
1635220_at	Or83a
1631323_a_at	CG2663
1636134_at	Or83b
1632441_at	CG14669
1640029_s_at	CG14669
1640964_at	CG12147
1641072_at	PEK
1623995_at	RpL35A
1639011_a_at	CG12162
1632596_at	mRpL44
1625112_at	Snr1
1637369_at	Hdac3
1640199_at	Hcs
1625295_at	ksr
1633911_a_at	CG31550
1629256_a_at	CG31547
1641697_at	Nmdar1
1639461_a_at	Itp-r83A
1633681_at	CG2519
1635813_at	mia
1626213_a_at	Pcmt
1628679_at	Snm1
1627996_a_at	Pi4KIIalpha
1637379_at	CG14671
1630403_s_at	CG12746
1638257_at	CG2931
1630949_s_at	Rheb
1636534_a_at	CRMP
1635381_a_at	CRMP
1639109_a_at	CRMP
1634864_at	CRMP
1627390_at	CG2926
1637203_at	rev7
1630805_at	noi
1629065_s_at	Vha26
1626449_s_at	exba
1625197_at	exba
1641718_at	CG1427
1625999_at	asl
1628285_a_at	Rga
1630079_at	Atu
1632258_s_at	Spec2
1638431_at	CG2911
1631739_at	RpL13A
1629689_at	CG14673
1633244_at	CG31551
1629614_at	CG31549
1633503_at	CG12171
1624949_at	CG31546
1634041_at	CG31548
1637175_at	CG12170
1631772_a_at	MTA1-like
1629038_at	MTA1-like
1628598_s_at	sec23
1632462_at	CG2185
1627003_at	MED27
1639375_a_at	CG2182
1623656_s_at	CG1109
1632858_a_at	Xe7
1640321_at	CG1347
1635643_at	Rab23
	CG34122
1632641_at	CG2104
1624025_at	CG14674
1634208_a_at	plx
1641344_a_at	cas
1639370_at	CG1239
1631223_at	CG2100
1631755_at	CG1236
1630794_at	CG2097
1639453_at	Madm
1632438_at	CG2091
1636064_at	sec8
1633443_s_at	CG2082
1640883_a_at	CG2082
1630668_a_at	jagn
1640445_at	jagn
1638521_a_at	CG1193
1634321_s_at	CG2051
1629635_at	CG2051
1639091_at	Rpn5
1639168_at	CG1218
1638342_at	CG2046
1627666_at	CG10979
1632994_at	CG11000
1632653_at	CG31555
1629674_s_at	CG10999
1636613_at	CG31554
1630542_at	Hpr1
1631062_at	CG2023
1636773_a_at	CG10981
1635141_at	glob3
1629070_at	CG1208
1633086_s_at	CG1213
1631602_at	CG14676
1623146_at	CG10991
1635021_at	disp
	CG34287
1634592_at	ECSIT
1633771_s_at	CG2017
1639543_at	CG34113
1628192_at	CG34113
1625194_at	CG34113
1623542_at	CG11373
1641200_at	Pbprp3
1638066_at	Os-E
1623475_s_at	Rm62
1637757_at	CG10280
1637072_at	CG11459
1625823_at	CG1075
1632102_a_at	CG15580
1623964_at	Or83c
1626893_at	Gasp
	Gasp
1638221_at	Obp83cd
1623289_at	Obp83ef
1637914_at	Obp83g
1640404_at	CG1076
1633849_at	CG31559
1629143_at	CG31563
1636664_at	CG1077
1625510_at	Osi1
1633275_at	CG31562
1628982_at	NPFR1
1628893_at	CG15589
1625965_a_at	Osi2
1629522_at	Osi3
1623290_at	Osi4
1635991_at	Osi5
1625382_at	Osi6
1636325_at	Osi7
1632314_at	Osi8
1628635_at	Osi9
1624341_a_at	Osi10
1633551_at	Osi11
1632664_at	Osi12
1628810_at	CG15597
1624687_a_at	CG15594
1638817_at	CG15594
1636597_at	CG15594
1636597_at	Osi13
1628121_at	Osi14
1638376_at	Osi15
1637176_at	Osi16
1627341_at	CG31556
1641112_at	CG31560
1623341_at	Osi17
1641045_at	Osi18
1628555_at	Osi19
1633077_at	Osi20
1635965_at	CG17917
1623407_at	CG10298
1628252_at	CG17919
1635530_at	snRNP2
1623560_at	CG18048
1631233_at	Hr83
1634405_s_at	Pak
1637665_at	CG31367
1625578_at	CG33097
1640068_at	CG10286
1624185_at	CG1041
1629480_at	CG10284
1630448_at	CG1024
1640495_at	TfIIFalpha
1633069_s_at	CG10277
1640495_at	CG10277
1629077_s_at	CG1021
1627796_s_at	gpp
1638708_s_at	gpp
1637016_at	CG33324
1635001_at	CG9727
1635205_at	CG10267
1629837_at	Neurochondrin
1633788_s_at	CG15186
1624048_at	CG15185
1630895_at	dpr11
1634976_at	Pif2
1628736_at	CG1137
1623032_at	CG2336
1624801_at	CG1138
1639598_at	CG31482
1625631_at	glob2
1627750_at	CG15184
1640792_at	CG15178
1626108_at	CG15177
1635923_at	sunz
1625025_a_at	CG31286
1641357_at	CG1315
1632256_at	Taf1
1632689_at	CG1307
1634887_at	Spase18-21
1639904_at	agt
1635679_at	lab
1636944_at	Edg84A
1629486_at	Ccp84Ag
1639342_at	Ccp84Af
1624216_at	Ccp84Ae
	Ccp84Ad
1624311_at	Ccp84Ac
1625707_s_at	Ccp84Ab
1625707_s_at	Ccp84Aa
1624703_at	pb
1630133_at	zen2
1637157_at	CG34297
1637961_at	zen
1638945_at	CG1162
1631463_a_at	bcd
1626502_s_at	bcd
1623950_s_at	Ama
1633869_at	Dfd
1633345_at	Scr
1637677_at	ftz
1624759_s_at	Antp
1638665_at	Antp
1640208_s_at	Antp
	Antp
1639892_at	Sodh-1
1640714_at	CG1979
1627959_a_at	dj
1632368_at	djl
1630153_a_at	CG1988
1624795_at	CG1105
1627693_at	CG1965
1624502_a_at	CG1104
1623816_s_at	CG1943
1640178_at	Aly
1634966_a_at	Aly
1639133_at	CG1939
1630469_a_at	CG1091
1623580_at	alphaTub84B
1626717_at	CG14612
1623218_s_at	Alh
1630415_at	Alh
1639980_s_at	Mlp84B
1629956_at	CG10098
1638805_at	CG10068
1640854_at	CG31248
1640609_at	CG31493
1630899_at	Fer1
1626358_at	Fer1
1636683_at	CG14610
1625466_at	CG2656
1625757_at	gfzf
1640913_at	gfzf
1627558_at	Sas-4
1626266_at	MAGE
1637412_a_at	sas
1641115_at	CG10055
1626943_at	lap
1636846_at	lap
	lap
1626943_at	CG14609
1634772_at	CG1288
1640556_at	CG14606
1637271_a_at	CG14605
1626490_s_at	CG14608
1630608_at	CG14608
1635432_at	CG14607
1639632_at	CG1234
1628507_at	CG10053
1636599_at	CG1227
1640965_at	CG10050
1630963_at	Pbprp4
1630963_at	Gld
1626984_at	Gld
1641475_at	SytIV
1632096_at	SytIV
1632096_at	CG10032
1639455_at	rn
1623444_at	rn
1634994_a_at	RacGAP84C
1629814_at	RacGAP84C
1635662_at	CG32468
1634548_at	CG10029
1628103_at	CG31496
1636698_at	nxf4
1639070_a_at	CG17944
1623195_at	CG17944
1639165_at	Mst84Dd
1629240_at	Mst84Dc
1623089_at	Mst84Db
1624444_at	Mst84Da
1627210_at	MstProx
1625903_at	CG10101
1640209_at	CG31544
1625205_at	CG31544
1640209_at	CG34023
1627813_at	wa-cup
1639181_at	CG14598
1640066_at	CG1142
1626350_at	alpha-Est10
1639001_a_at	alpha-Est9
1635535_at	CG1287
1635893_at	alpha-Est8
1633102_at	Ubc84D
1637255_a_at	alpha-Est7
1625629_at	alpha-Est6
1636571_at	Rtnl2
1633624_s_at	alphaTub84D
1641650_at	alpha-Est5
1631277_at	alpha-Est4
1625354_at	alpha-Est3
1633196_at	alpha-Est2
1623885_at	alpha-Est1
1625353_at	CG34127
1632997_at	CG34127
1623311_at	CG34127
1632895_at	CG31146
1633398_at	CG2616
1630038_at	pyd3
1635857_at	CG10919
1626272_s_at	Sp7
1628734_at	CG11286
1629431_at	CG18747
1637062_at	CG18745
1626066_at	CG18748
1632918_at	CG18746
1636398_at	CG10086
1625644_at	CG2641
1641660_at	CG18744
1631193_at	CG3014
1631581_at	CG3014
1631581_at	CG18268
1638016_at	CG2993
1631091_at	CG10928
1635552_s_at	CG31472
1628448_at	CG31473
1633890_at	CG34384
1641409_at	CG34384
1638984_s_at	CG17816
1637250_at	CG17816
1624666_at	CG10092
1640142_at	mRpS9
1631526_s_at	wtrw
1627142_at	CG2943
1640551_at	Taf7
1627868_at	Prat
1631313_at	CG2846
1627593_at	CG2678
1631735_at	CG10445
1634695_at	lds
1623776_s_at	dsx
1640799_at	dsx
1625095_at	CG2791
1636865_at	Os-C
	Sfp84E
1634016_at	CG2781
1640424_at	CG14463
1630981_at	CG2698
1628404_at	CG2767
1630749_at	CG11052
1632568_at	CG3223
1623673_at	CG10435
1626115_at	Pbp95
1629748_s_at	CG2747
1623494_at	ImpE3
1633751_at	CG10903
1637074_at	CG11035
1640009_at	Tom34
1639186_at	CG7918
1633357_at	CG7910
1623486_at	CG7900
1631765_at	puc
1639665_at	CG7878
1638190_at	CG9667
1629715_at	CG7891
1632681_at	grn
1637374_at	CG33779
1638964_at	CG7800
1628268_at	CG18249
1636289_s_at	DNApol-iota
1623806_at	Ada2b
1640558_a_at	CG9636
1636894_s_at	CG18749
	CG33722
1636894_s_at	CG33722
1632759_at	CG15864
1625321_a_at	mtg
1627380_at	RpA-70
1632669_at	Mcm2
1639024_at	CG9630
1640868_at	ato
1632882_at	CG11671
1630159_at	CG11672
1639062_at	CG31464
1624596_at	CG31463
1624725_at	CG9626
1628481_at	mRpL1
1628755_at	Gfr
1629285_at	CG9617
1637038_at	tex
1627260_at	CG11693
1623574_at	CG11694
1624827_at	CG11698
1641498_at	eIF4AIII
1625564_at	Coq2
1626388_at	Ctr1B
1633922_at	Poxm
1637078_a_at	Poxm
1626501_at	Or85a
1639723_at	CG7443
1635947_at	CG9603
1641687_at	Arf84F
1624935_at	CG9601
1626186_at	CG18193
1637532_s_at	DppIII
1632855_at	CG7352
1635910_at	CG7331
1625223_a_at	stck
1634601_at	CG9684
1634718_at	CG7963
1626627_at	CG42286
	CG42285
1634833_at	PQBP-1
1631804_s_at	PQBP-1
1637029_at	PQBP-1
1628803_at	CG31462
1632239_at	Obp85a
1640812_at	Or85b
1631150_at	Or85c
1632034_at	CG11737
1632030_at	CG31454
1625270_at	CG31259
1633208_at	CG11741
1623764_at	Or85d
1636075_at	CG31453
1629478_at	mRpS18A
1638549_at	CG31460
1629217_at	Cenp-C
1625221_at	CG7994
1629925_a_at	CG8007
1637858_at	Cyp313b1
1630916_at	Mkk4
1624984_at	CG8021
1623792_a_at	Dhod
1630057_at	CG11753
	CG42489
1640256_at	bel
1625934_at	bel
1625934_at	p
1631092_at	CG8032
1627910_s_at	CG8036
1623366_at	mRpL19
1635637_at	CG9773
1638215_at	CG8043
1623726_at	CG11755
1633255_at	CG33325
1624490_s_at	hb
1636353_s_at	CG8112
1629876_at	Cks85A
1638323_at	CG8116
1632757_a_at	CG8116
1630204_a_at	CG8116
	CG11760
1630204_a_at	CG8136
1633861_at	CG8145
1626721_at	CG11762
1626998_at	CG8159
1636870_at	CG9793
1639354_at	CG9797
1630360_a_at	CG8202
1627021_at	CG8202
1641304_s_at	CG9801
1624887_at	CG8223
1640994_at	CG34135
1623390_at	CG11768
1641525_at	CG8236
1629491_at	CG13318
1625304_s_at	CG34301
1632607_at	Pif1B
1625843_s_at	Pif1B
1626927_at	Pif1B
1629491_at	Pif1A
1625843_s_at	Pif1A
1629130_at	Pif1A
1636269_at	CG33191
1632607_at	CG33189
1641301_at	CG11776
1626927_at	CG11776
1623920_at	CG11775
1626845_at	Tcp-1eta
1632554_at	CG9839
1632927_at	CG8359
1639101_at	CG9837
1634992_s_at	CG9821
1623342_at	CG8369
1624986_at	CG9836
1633784_at	CG8379
1630791_a_at	pyd
1631905_a_at	pyd
1637428_a_at	pyd
1637322_at	pyd
1627360_at	pyd
1623049_at	CG9731
1639953_at	osk
1631153_at	osk
1640576_a_at	osk
1630433_at	CG11963
1628505_at	CG11964
1639570_at	CG11966
1633770_at	CG11967
1631776_at	CG11968
1634340_at	CG11970
1630743_at	E(var)3-9
1632813_at	CG11975
1635416_at	CG31100
1624260_at	CG11977
1637597_a_at	CG11980
1623021_at	Prosbeta3
1635513_at	CG11982
1632387_at	CG11983
1637220_s_at	CG11984
1624847_at	CG11985
1638463_at	CG11986
1635754_at	tgo
1638682_a_at	neur
1634550_at	hyx
1640775_a_at	Nmdmc
1627376_at	Rel
1640748_at	Mst85C
1634555_at	CG11033
1630176_at	CG18005
1637806_at	Ada
1632418_s_at	pum
1625845_s_at	pum
1626409_at	CG11997
1625845_s_at	D1
1635927_at	CG9746
1625738_at	CG8420
1638309_at	CG16733
1629105_at	CG16735
1633865_at	CG16734
1627469_at	CG16736
1639645_at	CG9740
1630527_at	CG8436
1629411_at	CG8444
1634167_a_at	sage
1629619_at	sage
1638511_at	Aats-trp
1635547_a_at	Aats-trp
1634167_a_at	Aats-trp
1629619_at	Aats-trp
1639607_at	Vps16A
1637076_at	CG8861
1639610_at	HP1e
1637279_at	CG12951
1627657_at	CG16749
1625728_at	CG8866
1640539_a_at	CG8866
1624415_s_at	CG8121
1635104_s_at	CG33936
1641180_a_at	CG33937
1623903_at	CG18473
1637971_a_at	CG8129
1639139_a_at	Fps85D
1633289_at	Or85f
1631603_at	CG34117
1641213_s_at	RpL34b
1641318_at	CG8132
1629472_s_at	CG9356
1629632_at	CG8135
1629632_at	CG42511
1624746_at	betaTub85D
1628722_at	Task7
1626112_at	alpha-Man-II
1635728_a_at	ps
1625967_s_at	ps
1633612_at	ps
1636261_at	ps
1626554_at	CG16777
1624580_at	CG9362
1637752_a_at	CG9363
1641571_at	CG16779
1633540_at	CG8147
1631183_at	RhoL
1626076_at	CG8149
1633767_at	rump
1624899_at	Ras85D
1638480_at	Rlb1
1639279_a_at	Rlc1
1640527_at	Rlc1
1636540_at	CG8165
1630227_a_at	CG8176
1630457_s_at	by
1633534_s_at	mura
1633915_at	RnpS1
1631807_at	CG9386
1637547_at	CG8199
1623631_at	AP-47
1634898_a_at	MBD-like
1633940_at	CG9393
1632110_at	CG8228
1629421_at	CG16789
1639975_at	CG16790
1641627_at	CG9396
1638009_s_at	CG9399
1635566_s_at	Kap-alpha3
1624277_at	CG8273
1624277_at	CG8301
1641287_at	CG8301
	CG33654
1641563_at	P58IPK
1639882_at	bocksbeutel
1632839_a_at	CG8312
1627645_at	CG9427
1638886_at	CG8319
1639441_at	Crc
1630830_a_at	SpdS
1628248_at	Scm
1634957_at	Dh
1630600_at	Fst
1640270_at	CG9492
1626377_at	CG8358
1628784_at	CG16817
1640512_at	nmdyn-D7
1640310_at	CG9444
1629234_at	eca
1625860_s_at	CG18542
1640746_at	CG18542
1635725_a_at	unc-115
1625153_at	unc-115
1625153_at	p24-2
1625860_s_at	CG32939
1640746_at	CG32939
1635725_a_at	CG31352
1630603_at	CG31352
1625367_at	CG9448
1623487_at	dmt
1641297_at	hyd
1641095_at	CG32937
1624968_at	CG16899
1623910_at	alphaTub85E
1627923_at	CG12950
1641196_at	Pnn
1633516_at	CG34409
1638802_at	CG31415
1624948_at	CG12948
1624743_s_at	PpD3
1641735_at	CG16908
1623904_a_at	Rpt3R
1634528_at	CG8412
1633934_at	CG8417
1635597_at	Snap24
1628297_a_at	CG8478
1641537_s_at	MED6
1632163_at	CG8481
1628320_at	CG9471
1632621_at	CG12946
1639848_at	topi
1626693_at	RpS29
1629867_a_at	RpS29
1625248_at	RpS29
1626753_at	CG12947
1632873_at	MtnA
1635009_at	CG8500
1636296_at	CG12945
1626371_at	CG8507
1640828_at	CG8516
1632306_at	CG9467
1631933_at	CG8526
1637743_at	CG9461
1631197_at	CG8534
1632453_at	eloF
1638774_at	CG16904
1634449_at	CG9459
1637754_at	CG9458
1632425_at	CG34302
1628684_at	Teh1
1624009_at	CG34360
1638314_at	CG34360
1640397_at	CG34360
1629573_at	CG34360
1638314_at	CG12418
1633610_at	CG12419
1636745_at	Art4
1633984_at	Gr85a
1625495_at	CG12807
1634434_at	CG5359
	CG5359
1623984_s_at	Mical
1636412_at	Mical
	Mical
1624768_at	CG31407
1628648_at	CG3909
1639725_at	CG11722
1636340_at	mtTFB2
1640989_at	CG12811
1625854_at	CG3925
1637319_at	Fancl
1623732_at	CG31410
1633050_at	CG12813
1640045_at	CG3934
	CG33630
1630481_at	CG33631
	CG33783
1623308_at	CG33784
1636783_at	nerfin-2
1638253_at	CG5361
1634028_s_at	Fmr1
1632612_s_at	Fmr1
1627647_at	CG3940
1629003_at	CG6208
1636925_at	CG31477
1624121_at	knk
1633501_s_at	tws
1638848_at	CG6241
1625685_at	Invadolysin
	CG34303
1637437_at	CG6254
1627617_at	Best1
1629944_at	CG12814
1627875_at	CG12814
1636378_a_at	Syn
1627350_at	Syn
1632533_at	Timp
1641476_a_at	Timp
1627350_at	CG12420
1638311_at	CG12817
	CG34107
1641516_at	CG34108
1636549_at	CG3996
1624695_at	CG3999
1630622_at	Sirt6
1635279_at	pont
1626077_s_at	CG11870
1636810_at	CG11872
1625688_at	CG6293
1634454_at	Bruce
1633680_at	CG12818
1624252_s_at	sle
1624252_s_at	CG12592
1637746_at	CG18545
1633259_a_at	CG31406
1638793_at	CG31406
1631242_at	jumu
1628783_at	Rfx
1623277_at	cwo
1640330_at	mthl11
1628175_at	CG6325
1640650_at	Irp-1B
1638292_at	Rrp46
	CG6345
1626022_at	Cyp12e1
1637309_a_at	Cyp12e1
	hth
1631524_a_at	hth
1632177_at	hth
1628439_s_at	CG34304
1634971_at	CG6465
1635321_at	CG14688
1634450_a_at	Skeletor
1635611_a_at	Skeletor
1634450_a_at	CG14681
1635611_a_at	CG14681
1636551_at	CG14681
1632648_at	CG14681
1637444_s_at	pug
1636551_at	CG14683
1626197_at	CG31391
1632883_at	CG31467
1630327_at	CG14684
1633190_at	CG31278
1638417_at	CG31373
1631815_at	CG14689
1631312_at	CG4073
1639925_at	tomboy20
1626723_at	Takr86C
1626418_a_at	CG14691
1634387_at	CG14691
1623988_at	CG14691
1639934_at	CG31272
1630318_at	MED7
	Cap-H2
1632170_a_at	Cap-H2
1633349_at	TfIIFbeta
1628880_at	fau
1633459_a_at	fau
1640350_at	fau
1638789_at	fau
1630161_at	fau
1641731_at	CG14686
1629147_at	mRpL37
1627812_s_at	Rbp1
1638486_at	Rbp1
1639855_at	Rbp1
1632383_at	Art1
1626647_at	Mcm5
1637008_at	CG14687
1631147_at	CG14692
1638655_at	CG14692
	CG14693
1626593_at	CG14693
1636309_at	CG4089
1638442_at	CG4655
1626639_a_at	CG4655
1623112_at	Cad86C
1641408_at	CG42394
1630131_at	CG6567
1626640_at	CG4565
1630705_at	CG4511
1637691_at	CG4570
1623916_at	CG14694
1632574_at	CG6574
1630886_at	SelR
1635788_a_at	SelR
1633758_at	Tsp86D
1636740_at	Fdh
1633126_at	CG4596
1634742_at	Sodh-2
1639704_at	CG14695
1635764_at	CG6608
1641606_s_at	CG6608
1635764_at	CG14696
1627043_at	CG4674
1630986_s_at	Adk3
1637068_at	CG6621
1640836_at	CG4683
1624108_at	CG34114
1627549_at	CG34114
1626713_at	CG6629
1641481_at	Ugt86Dd
1630300_at	CG4706
	CG33698
1641242_at	Ugt86Di
1628449_at	Ugt86Dc
1624156_at	Ugt86Da
1638021_at	CG4757
1633719_at	Ugt86Dg
1623760_at	Ugt86De
1626970_at	Ugt35b
1627662_at	Ugt35a
1634029_at	Ugt86Dj
1638981_at	Ugt86Dh
1628670_at	CG18577
1636103_a_at	nocturnin
1639507_at	CG6666
1637164_at	Tctp
1627888_at	CG6672
1627774_a_at	RpS25
1637718_at	CG4820
1628667_at	CG6689
1624858_at	CG6693
1634685_at	RpL3
1630270_s_at	RpL3
1625889_at	RpL3
1632185_s_at	scpr-C
1637873_at	scpr-C
1639946_at	CG17726
1641069_at	CG10703
1625165_at	CG17187
1627723_at	CG14701
1629848_s_at	CG17184
1622948_at	CG17721
1640493_at	CG31441
1629429_at	CG31388
1632185_s_at	scpr-B
1632185_s_at	scpr-A
1624488_a_at	CG17734
1630589_at	CG17734
1639513_at	CG5214
1638790_at	CG31386
1639894_at	KP78b
1636876_at	KP78a
1635500_a_at	pros
1641549_at	mRpL40
1639895_at	CG6719
1640431_at	Irbp
1631954_at	Ranbp9
1636028_at	CG6723
1635148_at	ninaG
1640131_a_at	CG5270
1638845_at	CG18643
1633283_at	CG6764
1636403_at	CG5276
1632402_at	CG6744
1627884_at	CG5281
1630418_s_at	CG31374
1625201_s_at	CG17230
1630741_s_at	PGRP-LB
1637870_a_at	dpr5
1624295_at	dpr4
1627917_at	dpr4
1641519_at	CG14708
1638731_at	CG10898
1623518_s_at	CG6782
1627014_a_at	CG6783
1623518_s_at	CG6783
1637439_at	CG14709
1624946_at	CG6790
1626026_at	CG5342
1634858_s_at	wkd
1635430_a_at	CG6791
1629690_at	CG6791
1639787_at	CG6791
1635363_a_at	Jupiter
1625214_at	Jupiter
1625723_at	CG14710
1641375_at	CG6808
